libxft2:amd64	2.3.6-1+b4	amd64
libxi6:amd64	2:1.8.2-1	amd64
libxkbcommon0:amd64	1.7.0-2	amd64
libxml2:amd64	2.12.7+dfsg+really2.9.14-2.1+deb13u1	amd64
libxml2-dev:amd64	2.12.7+dfsg+really2.9.14-2.1+deb13u1	amd64
libxrandr2:amd64	2:1.5.4-1+b3	amd64
libxrender-dev:amd64	1:0.9.12-1	amd64
libxrender1:amd64	1:0.9.12-1	amd64
libxshmfence1:amd64	1.3.3-1	amd64
libxslt1-dev:amd64	1.1.35-1.2+deb13u2	amd64
libxslt1.1:amd64	1.1.35-1.2+deb13u2	amd64
libxss-dev:amd64	1:1.2.3-1+b3	amd64
libxss1:amd64	1:1.2.3-1+b3	amd64
libxt-dev:amd64	1:1.2.1-1.2+b2	amd64
libxt6t64:amd64	1:1.2.1-1.2+b2	amd64
libxtables12:amd64	1.8.11-2	amd64
libxv1:amd64	2:1.0.11-1.1+b3	amd64
libxvidcore4:amd64	2:1.3.7-1+b2	amd64
libxxf86vm1:amd64	1:1.1.4-1+b4	amd64
libxxhash0:amd64	0.8.3-2	amd64
libyaml-0-2:amd64	0.2.5-2	amd64
libyaml-dev:amd64	0.2.5-2	amd64
libz3-4:amd64	4.13.3-1	amd64
libzimg2:amd64	3.0.5+ds1-1+b2	amd64
libzix-0-0:amd64	0.6.2-1	amd64
libzmq5:amd64	4.3.5-1+b3	amd64
libzstd-dev:amd64	1.5.7+dfsg-1	amd64
libzstd1:amd64	1.5.7+dfsg-1	amd64
libzvbi-common	0.2.44-1	all
libzvbi0t64:amd64	0.2.44-1	amd64
linux-libc-dev	6.12.48-1	all
linuxptp	4.2-1	amd64
login	1:4.16.0-2+really2.41-5	amd64
login.defs	1:4.17.4-2	all
lsof	4.99.4+dfsg-2	amd64
m4	1.4.19-8	amd64
make	4.4.1-2	amd64
mariadb-common	1:11.8.3-0+deb13u1	all
mawk	1.3.4.20250131-1	amd64
media-types	13.0.0	all
mercurial	7.0.1-2	amd64
mercurial-common	7.0.1-2	all
mesa-libgallium:amd64	25.0.7-2	amd64
mount	2.41-5	amd64
mysql-common	5.8+1.1.1	all
native-architecture	0.2.6	all
ncurses-base	6.5+20250216-2	all
ncurses-bin	6.5+20250216-2	amd64
net-tools	2.10-1.3	amd64
netbase	6.5	all
nettle-dev:amd64	3.10.1-1	amd64
nftables	1.1.3-1	amd64
nodejs	20.19.6-1nodesource1	amd64
ocl-icd-libopencl1:amd64	2.3.3-1	amd64
openssh-client	1:10.0p1-7	amd64
openssh-server	1:10.0p1-7	amd64
openssh-sftp-server	1:10.0p1-7	amd64
openssl	3.5.1-1+deb13u1	amd64
openssl-provider-legacy	3.5.1-1+deb13u1	amd64
pango1.0-tools	1.56.3-1	amd64
passwd	1:4.17.4-2	amd64
patch	2.8-2	amd64
perl	5.40.1-6	amd64
perl-base	5.40.1-6	amd64
perl-modules-5.40	5.40.1-6	all
pinentry-curses	1.3.1-2	amd64
pkg-config:amd64	1.8.1-4	amd64
pkgconf:amd64	1.8.1-4	amd64
pkgconf-bin	1.8.1-4	amd64
procps	2:4.0.4-9	amd64
python3	3.13.5-1	amd64
python3-minimal	3.13.5-1	amd64
python3-packaging	25.0-1	all
python3.13	3.13.5-2	amd64
python3.13-minimal	3.13.5-2	amd64
readline-common	8.2-6	all
ripgrep	14.1.1-1+b4	amd64
rpcsvc-proto	1.4.3-1	amd64
runit-helper	2.16.4	all
s3fs	1.95-1	amd64
sed	4.9-2	amd64
sensible-utils	0.0.25	all
shared-mime-info	2.4-5+b2	amd64
shellcheck	0.10.0-1	amd64
socat	1.8.0.3-1	amd64
sq	1.3.1-2+b1	amd64
sqv	1.3.0-3	amd64
subversion	1.14.5-3	amd64
sudo	1.9.16p2-3	amd64
systemd	257.9-1~deb13u1	amd64
systemd-sysv	257.9-1~deb13u1	amd64
sysvinit-utils	3.14-4	amd64
tar	1.35+dfsg-3.1	amd64
tcl	8.6.16	amd64
tcl-dev:amd64	8.6.16	amd64
tcl8.6	8.6.16+dfsg-1	amd64
tcl8.6-dev:amd64	8.6.16+dfsg-1	amd64
tk	8.6.16	amd64
tk-dev:amd64	8.6.16	amd64
tk8.6	8.6.16-1	amd64
tk8.6-dev:amd64	8.6.16-1	amd64
tzdata	2025b-4+deb13u1	all
ucf	3.0052	all
unzip	6.0-29	amd64
util-linux	2.41-5	amd64
uuid-dev:amd64	2.41-5	amd64
wget	1.25.0-2	amd64
x11-common	1:7.7+24	all
x11proto-dev	2024.1-1	all
xkb-data	2.42-1	all
xorg-sgml-doctools	1:1.11-1.1	all
xtrans-dev	1.4.0-1	all
xz-utils	5.8.1-1	amd64
zip	3.0-15	amd64
zlib1g:amd64	1:1.3.dfsg+really1.3.1-1+b1	amd64
zlib1g-dev:amd64	1:1.3.dfsg+really1.3.1-1+b1	amd64
